time,theta1,theta2,omega1,omega2,tau1,tau2,bias1,bias2
4.5988781452178955,-0.0551511918870997,0.011631622824816328,-2.397500982902411e-07,-1.0574504282104651e-05,0.15289456,0.106704004,0.5122672763441144,0.1066980571697216
4.619905471801758,-0.05515119649115066,0.011631426455086002,-2.1065888196635403e-07,-9.111423092546183e-06,0.15289408,0.10670527,0.5122678027233045,0.10669854940217179
4.640927791595459,-0.055151200433623426,0.011631260642330164,-1.764172280602166e-07,-7.509501664756972e-06,0.1528936,0.106706135,0.5122682477656312,0.10669896508282654
4.661623477935791,-0.05515120365231449,0.01163112749226502,-1.4071365734837303e-07,-5.836342528893622e-06,0.15289316,0.10670655,0.5122686056514171,0.10669929896695801
4.6826746463775635,-0.05515120612755623,0.011631027605917403,-1.0445505580871886e-07,-4.174067100671869e-06,0.15289283,0.10670663,0.5122688747372932,0.10669954951574617
4.703430652618408,-0.055151207867833986,0.011630960223208212,-6.932028438281913e-08,-2.5774609953523906e-06,0.15289271,0.1067064,0.5122690569599007,0.10669971863491484
4.7244954109191895,-0.05515120890346606,0.011630923568042642,-3.591980009890535e-08,-1.0932099841132457e-06,0.15289253,0.10670588,0.512269156977427,0.10669981074850342
4.745337724685669,-0.05515120929101445,0.011630914963337628,-5.998907732657188e-09,2.3451976583088665e-07,0.15289244,0.10670514,0.512269181887786,0.10669983257440796
4.766504526138306,-0.05515120910461047,0.011630930969843134,2.02353405843932e-08,1.3740337727925831e-06,0.15289241,0.10670427,0.5122691408592209,0.10669979271346437
4.787083864212036,-0.05515120843520836,0.011630967769479836,4.1541374309846394e-08,2.3184402483335785e-06,0.15289253,0.10670329,0.5122690441264579,0.10669970076315953
4.807691335678101,-0.055151207370545643,0.011631021317925394,5.9073077592404524e-08,3.0530157457469485e-06,0.15289259,0.106702186,0.5122689024839493,0.1066995668219206
4.828616380691528,-0.05515120599059796,0.011631087293176537,7.26548866271012e-08,3.5641921678564127e-06,0.15289271,0.10670108,0.5122687272930182,0.10669940168835602
4.849225759506226,-0.05515120438135607,0.011631161357889486,8.192196609716243e-08,3.86375484352359e-06,0.15289286,0.106700115,0.5122685300226142,0.10669921620832061
4.870248079299927,-0.05515120265108222,0.011631239725638662,8.528815004418286e-08,3.994266975271808e-06,0.15289313,0.10669916,0.5122683209952692,0.10669901994558409
4.8908867835998535,-0.05515120088275715,0.01163131902147006,8.59749033860131e-08,3.9566944396334015e-06,0.15289325,0.10669822,0.5122681093443355,0.10669882130967628
4.91170859336853,-0.05515119913165022,0.01163139595913802,8.39917080851627e-08,3.75780794780174e-06,0.15289351,0.10669751,0.5122679036353198,0.1066986285157952
4.932329416275024,-0.05515119746251742,0.011631467867224089,7.85577626904314e-08,3.4517610996713246e-06,0.15289369,0.10669691,0.5122677110412854,0.10669844828504578
4.952954292297363,-0.055151195939590385,0.011631532854698038,7.025733995518778e-08,3.0632337984100022e-06,0.15289387,0.106696434,0.5122675368350659,0.1066982853864345
4.97397780418396,-0.05515119460455452,0.011631589482244934,6.054841880645647e-08,2.61329503518815e-06,0.15289402,0.10669608,0.5122673849643191,0.10669814343320684
4.994844198226929,-0.055151193478293684,0.011631636739893068,5.012082046563602e-08,2.1236847963391223e-06,0.15289417,0.10669581,0.5122672581037024,0.10669802495361239
5.016008138656616,-0.05515119256197432,0.011631673960267458,4.0119551709334544e-08,1.6073252754397398e-06,0.15289429,0.106695734,0.5122671579072193,0.10669793157441727
5.036675453186035,-0.055151191865202676,0.01163170104205264,2.9031684553278626e-08,1.1066762463784363e-06,0.15289441,0.10669581,0.5122670846892625,0.10669786360003408
5.057228326797485,-0.05515119140297533,0.011631718562217461,1.7478236311024425e-08,6.480933135946657e-07,0.15289444,0.10669591,0.512267037201703,0.10669781962794497
5.077870845794678,-0.055151191164536116,0.011631727318744818,7.148198925565055e-09,2.2810818528329814e-07,0.1528945,0.10669608,0.5122670133972358,0.10669779765430132
5.098536968231201,-0.055151191116152916,0.011631728139619933,-1.246072552842425e-09,-1.4709592637178249e-07,0.15289456,0.106696285,0.5122670109120016,0.10669779557471246
5.119219541549683,-0.05515119121877224,0.011631721967740039,-7.771367443854765e-09,-4.724723867873499e-07,0.15289447,0.10669657,0.5122670270456893,0.10669781098953376
5.140278100967407,-0.055151191456689994,0.011631709972689017,-1.4323254858293394e-08,-7.313350641655339e-07,0.15289444,0.10669679,0.5122670587553567,0.10669784101948768
5.161064386367798,-0.05515119179573273,0.011631693218817817,-1.8023952285190588e-08,-9.486292703039199e-07,0.15289441,0.10669718,0.5122671031487342,0.10669788291319295
5.181740045547485,-0.055151192220012295,0.011631672975958168,-2.242746819244243e-08,-1.0819176528986882e-06,0.15289441,0.10669745,0.5122671568933574,0.1066979336015487
5.202779054641724,-0.055151192700230646,0.011631650511356575,-2.3910383219732238e-08,-1.1704751166621947e-06,0.15289438,0.10669776,0.5122672166678331,0.106697989816803
5.223808288574219,-0.05515119320430107,0.011631626864122687,-2.4806166422218297e-08,-1.2005350015810263e-06,0.15289429,0.10669803,0.5122672795550581,0.10669804900493937
